UNCOVERED 249/487
shipment-04제품출하.json	GET /quality/disposition-candidates	quality	처분 판정 대상 목록	
shipment-04제품출하.json	GET /quality/nonconformances	quality	부적합 목록	
shipment-04제품출하.json	GET /quality/nonconformances/{nonconformanceId}	quality	부적합 한 건	
shipment-04제품출하.json	POST /logistics/shipment-requests	shipment	출하작업지시 편성	403
shipment-04제품출하.json	POST /logistics/shipment-requests/{shipmentRequestId}/lines/{shipmentRequestLineId}:pick	shipment	제품 LOT 피킹 확정	403
shipment-04제품출하.json	POST /logistics/shipments	shipment	출하 처리	403
shipment-04제품출하.json	POST /logistics/shipments/{shipmentId}:cancel	shipment	출하 취소 실행	403
shipment-04제품출하.json	POST /logistics/shipments/{shipmentId}:confirm	shipment	출하 확정	403
shipment-04제품출하.json	POST /logistics/shipments/{shipmentId}:request-cancel	shipment	출하 취소 요청	403
shipment-04제품출하.json	POST /logistics/stock-reinstatements	shipment	재고 재등록 확정	403
shipment-04제품출하.json	POST /quality/nonconformances	quality	부적합 등록	403
shipment-04제품출하.json	POST /quality/nonconformances/{nonconformanceId}:request-disposition	quality	처분 판정 의뢰	403
shipment-04제품출하.json	PUT /logistics/shipment-lot-allocations/{shipmentLotAllocationId}	shipment	배분에 포장 단위 연결	403
